paperTitle	citedPaperTitle
Superconformal 6D (2,0) theories in superspace	D0 Branes on T^n and Matrix Theory
Superconformal 6D (2,0) theories in superspace	The Large N Limit of Superconformal Field Theories and Supergravity
Superconformal 6D (2,0) theories in superspace	Introduction to Rigid Supersymmetric Theories
Superconformal Field Theory on Threebranes at a Calabi-Yau Singularity	Bound States Of Strings And p-Branes
Superconformal Field Theory on Threebranes at a Calabi-Yau Singularity	String Theory and Classical Absorption by Threebranes
Superconformal Field Theory on Threebranes at a Calabi-Yau Singularity	Absorption by Branes and Schwinger Terms in the World Volume Theory
Superconformal Field Theory on Threebranes at a Calabi-Yau Singularity	The Large N Limit of Superconformal Field Theories and Supergravity
Superconformal Field Theory on Threebranes at a Calabi-Yau Singularity	Anti De Sitter Space And Holography
Superconformal Field Theory on Threebranes at a Calabi-Yau Singularity	On Conformal Theories in Four Dimensions
Superconformal Field Theory on Threebranes at a Calabi-Yau Singularity	Comments on N=2 AdS Orbifolds
Superconformal invariance and the geography of four-manifolds	Topological Sigma-Models in Four Dimensions and Triholomorphic Maps
Superconformal invariance and the geography of four-manifolds	Supersymmetric Yang-Mills Theory On A Four-Manifold
Superconformal invariance and the geography of four-manifolds	Topological Matter in Four Dimensions
Superconformal invariance and the geography of four-manifolds	Gauged Hyperinstantons and Monopole Equations
Superconformal invariance and the geography of four-manifolds	Non-Abelian Monopoles on Four-Manifolds
Superconformal invariance and the geography of four-manifolds	Polynomial Invariants for SU(2) Monopoles
Superconformal invariance and the geography of four-manifolds	The BPS Spectra and Superconformal Points in Massive N=2 Supersymmetric
Superconformal invariance and the geography of four-manifolds	The Donaldson-Witten function for gauge groups of rank larger than one
Superconformal invariance and the geography of four-manifolds	Donaldson-Witten Functions of Massless N=2 Supersymmetric QCD
Superconformal Invariants and Extended Supersymmetry	Non-Perturbative Greens Functions in Theories with Extended
Superconformal Invariants and Extended Supersymmetry	Instanton Calculus and Nonperturbative Relations in N=2 Supersymmetric
Superconformal Invariants and Extended Supersymmetry	Operator product expansions in four-dimensional superconformal field
Superconformal mechanics, black holes, and non-linear realizations	NULL
Superconformal N=2, D=5 matter with and without actions	Superconformal Tensor Calculus in Five Dimensions
Superconformal N=2, D=5 matter with and without actions	Gauging Isometries on Hyperkahler Cones and Quaternion-Kahler Manifolds
Superconformal N=2, D=5 matter with and without actions	Curved BPS domain walls and RG flow in five dimensions
Superconformal N=2, D=5 matter with and without actions	Rigid N=2 superconformal hypermultiplets
Superconformal N=2, D=5 matter with and without actions	Tools for supersymmetry
Superconformal Symmetry and Correlation Functions	Non-Perturbative Greens Functions in Theories with Extended
Superconformal Symmetry and Correlation Functions	Operator product expansions in four-dimensional superconformal field
Superconformal Symmetry and Correlation Functions	Universality of the Operator Product Expansions of SCFT_4
Superconformal Symmetry and Correlation Functions	Superconformal Invariants and Extended Supersymmetry
Superconformal Symmetry and Correlation Functions	The Large N Limit of Superconformal Field Theories and Supergravity
Superconformal Symmetry and Correlation Functions	Anti De Sitter Space And Holography
Superconformal Symmetry and Correlation Functions	Introduction to Rigid Supersymmetric Theories
Superconformal Symmetry in 11D Superspace and the M-Theory Effective	Manifestly supersymmetric M-theory
Superconformal Symmetry in 11D Superspace and the M-Theory Effective	Review of Open Superstring Field Theory
Superconformal Tensor Calculus in Five Dimensions	The Large N Limit of Superconformal Field Theories and Supergravity
Superconformal Tensor Calculus in Five Dimensions	(2,0) Tensor Multiplets and Conformal Supergravity in D=6
Superconformal Tensor Calculus in Five Dimensions	Tools for supersymmetry
Superconnections and Matter	Superconnections and the Higgs Field
Superconnections and the Higgs Field	NULL
Superdualities: Below and beyond U-duality	Weyl Group Invariance and p-brane Multiplets
Superdualities: Below and beyond U-duality	D-instantons, Strings and M-theory
Superdualities: Below and beyond U-duality	Yangian Symmetry in Integrable Quantum Gravity
Superdualities: Below and beyond U-duality	Duality-Symmetric Eleven-Dimensional Supergravity and its Coupling to
Superdualities: Below and beyond U-duality	The Large N Limit of Superconformal Field Theories and Supergravity
Superdualities: Below and beyond U-duality	D=10, N=IIB Supergravity: Lorentz-invariant actions and duality
Superfield algorithms for topological field theories	Generalized Poisson sigma models
Superfield algorithms for topological field theories	Poisson Structure Induced (Topological) Field Theories
Superfield algorithms for topological field theories	The Geometry of the Master Equation and Topological Quantum Field Theory
Superfield algorithms for topological field theories	Superfield Quantization
Superfield algorithms for topological field theories	Superfield Formulation of the Phase Space Path Integral
Superfield approach to BRST cohomology	Hodge decomposition theorem for Abelian two form gauge theory
Superfield approach to BRST cohomology	New topological field theories in two dimensions
Superfield approach to BRST cohomology	Poisson Structure Induced (Topological) Field Theories
Superfield approach to BRST cohomology	A Brief Introduction to Poisson Sigma-Models
Superfield approach to BRST cohomology	BRST cohomology and Hodge decomposition theorem in Abelian gauge theory
Superfield approach to topological features of non-Abelian gauge theory	Hodge decomposition theorem for Abelian two form gauge theory
Superfield approach to topological features of non-Abelian gauge theory	New topological field theories in two dimensions
Superfield approach to topological features of non-Abelian gauge theory	Superfield approach to BRST cohomology
Superfield approach to topological features of non-Abelian gauge theory	New symmetries for Abelian gauge theory in superfield formulation
Superfield approach to topological features of non-Abelian gauge theory	Topological aspects of Abelian gauge theory in superfield formulation
Superfield approach to topological features of non-Abelian gauge theory	BRST cohomology and Hodge decomposition theorem in Abelian gauge theory
Superfield Formulation of the Phase Space Path Integral	Superfield Quantization
Superfield Quantization	Superfield quantization of general gauge theories
Superfield Quantization	A Superspace Formulation for the Master Equation
Superfield quantization of general gauge theories	NULL
Superfield representations of superconformal groups	On Harmonic Superspaces and Superconformal Fields in Four Dimensions
Superfield representations of superconformal groups	The Large N Limit of Superconformal Field Theories and Supergravity
Superfield representations of superconformal groups	Nilpotent invariants in N=4 SYM
Superfield representations of superconformal groups	Extremal correlators in four-dimensional SCFT
Superfield T-duality rules	T-duality of the Green-Schwarz superstring
Superfield T-duality rules	Spinorial cohomology of abelian d=10 super-Yang-Mills at alpha^3
Superfield T-duality rules	On dynamical supergravity interacting with super-p-brane sources
Superfield T-duality rules	Gravity, p-branes and a spacetime counterpart of the Higgs effect
Superfield T-duality rules	T-duality and world-sheet supersymmetry
Superfield T-duality rules	T-duality and Effective D-Brane Actions
Supergeometry in Equivariant Cohomology	Semiclassical approximation in Batalin-Vilkovisky formalism
Supergravity	Holographic Reconstruction of Spacetime and Renormalization in the
Supergravity	Strongly Coupled Gravity and Duality
Supergravity	Duality and Spontaneously Broken Supergravity in Flat Backgrounds
Supergravity	U-Duality and Central Charges in Various Dimensions Revisited
Supergravity	Introduction to Non-perturbative String Theory
Supergravity	The Large N Limit of Superconformal Field Theories and Supergravity
Supergravity	Anti De Sitter Space And Holography
Supergravity	Rigid N=2 superconformal hypermultiplets
Supergravity	Anti-de Sitter Supersymmetry
Supergravity	Tools for supersymmetry
Supergravity and Large N Noncommutative Field Theories	D-branes and the Noncommutative Torus
Supergravity and Large N Noncommutative Field Theories	The Large N Limit of Superconformal Field Theories and Supergravity
Supergravity and Large N Noncommutative Field Theories	Quantum Field Theory on Noncommutative Space-Times and the Persistence
Supergravity and Large N Noncommutative Field Theories	Open Strings in a B-field Background as Electric Dipoles
Supergravity and Large N Noncommutative Field Theories	D-branes and Deformation Quantization
Supergravity and Large N Noncommutative Field Theories	Holography and Noncommutative Yang-Mills
Supergravity and Light-Like Non-commutativity	Space/Time Non-Commutativity and Causality
Supergravity and Light-Like Non-commutativity	Strings in Background Electric Field, Space/Time Noncommutativity and A
Supergravity and Light-Like Non-commutativity	1+1 Dimensional NCOS and its U(N) Gauge Theory Dual
Supergravity and Light-Like Non-commutativity	S-Duality from OM-Theory
Supergravity and Light-Like Non-commutativity	The Matrix Formulation of Type IIB Five-Branes
Supergravity and Light-Like Non-commutativity	D-branes and the Noncommutative Torus
Supergravity and Light-Like Non-commutativity	Supergravity and Large N Noncommutative Field Theories
Supergravity and the Knitting of the Kalb--Ramond Two-Form in	Eight-Dimensional Topological Gravity and its Correspondence with
Supergravity and the Knitting of the Kalb--Ramond Two-Form in	Four-dimensional topological Einstein-Maxwell gravity
Supergravity and the Knitting of the Kalb--Ramond Two-Form in	A Unifying Topological Action for Heterotic and Type II Superstring
Supergravity and the quest for a unified theory	Picard-Fuchs Equations and Special Geometry
Supergravity and the quest for a unified theory	Duality Symmetries of 4D Heterotic Strings
Supergravity Coupled to Chiral and Yang-Mills Matter at One Loop	Superstring Threshold Corrections to Yukawa Couplings
Supergravity Coupled to Chiral and Yang-Mills Matter at One Loop	Dilaton, Antisymmetric Tensor and Gauge Fields in String Effective
Supergravity Coupled to Chiral and Yang-Mills Matter at One Loop	Supergravity Coupled to Chiral Matter at One Loop
Supergravity Coupled to Chiral and Yang-Mills Matter at One Loop	Field Dependent Gauge Couplings in Locally Supersymmetric Effective
Supergravity Coupled to Chiral and Yang-Mills Matter at One Loop	Pauli-Villars Regularization of Globally Supersymmetric Theories
Supergravity Coupled to Chiral Matter at One Loop	NULL
Supergravity couplings: a geometric formulation	Putting String/Fivebrane Duality to the Test
Supergravity couplings: a geometric formulation	Supergravity Coupled to Chiral Matter at One Loop
Supergravity couplings: a geometric formulation	GAUGINO CONDENSATES AND CHIRAL-LINEAR DUALITY: AN EFFECTIVE LAGRANGIAN
Supergravity couplings: a geometric formulation	Dilaton Stabilization in the Context of Dynamical Supersymmetry Breaking
Supergravity couplings: a geometric formulation	Supergravity Coupled to Chiral and Yang-Mills Matter at One Loop
Supergravity couplings: a geometric formulation	Supersymmetry breaking and weakly vs. strongly coupled string theory
Supergravity couplings: a geometric formulation	Supersymmetry Breaking in Superstring Theory by Gaugino Condensation and
Supergravity Domain Walls	Cosmological Implications of Domain Walls due to Duality Invariant
Supergravity Domain Walls	Non-Extreme and Ultra-Extreme Domain Walls and Their Global Space-Times
Supergravity Domain Walls	New Black Hole, String and Membrane Solutions of the Four-Dimensional
Supergravity Domain Walls	Topological Inflation
Supergravity Domain Walls	Naked singularities in dilatonic domain wall space-times
Supergravity Domain Walls	Dyonic BPS Saturated Black Holes of Heterotic String on a Six-Torus
Supergravity Domain Walls	Tunelling with a Negative Cosmological Constant
Supergravity Dual of Noncommutative N=1 SYM	The IR/UV Connection in the Non-Commutative Gauge Theories
Supergravity Dual of Noncommutative N=1 SYM	Observables of Non-Commutative Gauge Theories
Supergravity Dual of Noncommutative N=1 SYM	Fivebranes Wrapped On Associative Three-Cycles
Supergravity Dual of Noncommutative N=1 SYM	M-Fivebranes Wrapped on Supersymmetric Cycles
Supergravity Dual of Noncommutative N=1 SYM	Supergravity duals of gauge theories from F(4) gauged supergravity in
Supergravity Dual of Noncommutative N=1 SYM	Membranes Wrapped on Holomorphic Curves
Supergravity Dual of Noncommutative N=1 SYM	Branes Wrapped on Coassociative Cycles
